"ID","A1","A2","A3","A4","D1","D2","D3","D4","L1","L2","L3","L4","S1","S3","S4","S5","Gene.name"
"ENSRNOG00000012812",199,206,234,185,64,91,169,267,289,276,285,305,327,345,256,292,"Sharpin"
"ENSRNOG00000013514",319,391,410,312,229,290,681,1222,628,819,759,629,1043,792,836,835,"Maf1"
"ENSRNOG00000033520",1,4,11,9,3,4,6,18,18,9,23,15,9,21,13,4,"Wdr97"
"ENSRNOG00000029238",188,200,245,227,57,61,86,139,482,507,357,453,462,448,374,436,"Hgh1"
"ENSRNOG00000013753",0,3,1,1,2,2,1,1,0,0,1,1,0,5,0,1,"Tssk5"
"ENSRNOG00000030355",399,536,429,518,87,116,152,203,544,466,446,487,379,564,400,415,"Mroh1"
"ENSRNOG00000060845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000021773",413,306,388,477,172,182,234,370,372,573,357,384,574,451,410,449,"Bop1"
"ENSRNOG00000021812",1,0,1,1,2,5,3,2,5,3,14,14,5,9,5,2,"Scx"
"ENSRNOG00000021732",136,155,206,142,63,35,110,212,306,373,261,234,333,378,245,321,"Hsf1"
"ENSRNOG00000028711",471,638,517,525,212,346,249,253,516,453,410,539,395,514,347,458,"Dgat1"
"ENSRNOG00000025594",0,0,1,2,4,6,11,6,0,3,3,2,12,2,4,3,"Scrt1"
"ENSRNOG00000025497",150,224,194,156,77,80,108,174,488,359,353,418,333,406,358,387,"Fbxl6"
"ENSRNOG00000032561",102,118,109,71,7,12,13,21,91,73,48,98,77,74,40,73,"Slc52a2"
"ENSRNOG00000030334",631,1521,934,805,101,127,205,318,1229,533,941,888,481,1148,893,881,"Adck5"
"ENSRNOG00000060996",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"AC139605.1"
"ENSRNOG00000030705",685,716,701,824,129,109,235,408,1010,1127,1011,990,1154,1080,929,1047,"Cpsf1"
"ENSRNOG00000014314",1177,1062,1457,1512,5,9,6,9,124,131,79,102,125,102,98,87,"Slc39a4"
"ENSRNOG00000014633",581,723,750,587,121,129,207,281,908,770,703,752,728,831,658,719,"Vps28"
"ENSRNOG00000014703",9,11,8,23,84,105,205,335,107,303,220,158,302,181,183,163,"Tonsl"
"ENSRNOG00000014811",691,926,828,855,85,82,122,254,643,704,521,551,666,699,529,606,"Cyhr1"
"ENSRNOG00000060123",115,119,155,95,4,15,17,41,90,80,96,93,54,106,85,65,"Kifc2"
"ENSRNOG00000015371",0,0,0,0,0,0,0,0,1,1,2,0,4,0,0,0,"Foxh1"
"ENSRNOG00000015450",244,280,241,232,9,26,43,50,272,302,245,236,240,303,187,246,"Ppp1r16a"
"ENSRNOG00000033915",2956,3487,3748,4204,115,138,179,195,748,333,527,595,362,625,575,721,"Gpt"
"ENSRNOG00000032446",43,29,39,40,24,45,121,291,106,174,171,123,208,153,128,195,"Recql4"
"ENSRNOG00000015685",0,0,3,1,0,4,1,4,0,0,2,3,0,1,0,4,"Mfsd3"
"ENSRNOG00000016128",110,98,113,96,178,250,280,361,187,192,198,193,180,171,169,194,"Lrrc14"
"ENSRNOG00000016204",6,2,8,4,5,3,6,9,84,95,77,81,89,78,89,78,"Lrrc24"
"ENSRNOG00000045765",762,900,937,836,48,43,54,82,1822,1514,1550,1601,1219,1762,1542,1650,"MGC94207"
"ENSRNOG00000016566",56,62,63,84,62,58,79,120,169,185,128,144,150,170,96,132,"Arhgap39"
"ENSRNOG00000041197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC119473.1"
"ENSRNOG00000030308",89,129,77,112,17,15,14,26,124,101,99,112,117,105,97,85,"Zfp251"
"ENSRNOG00000058682",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"RF00003"
"ENSRNOG00000050497",8,14,6,7,0,0,0,0,3,4,4,6,8,3,4,4,"LOC108348145"
"ENSRNOG00000050582",1,0,0,4,0,0,0,0,2,0,4,1,1,3,0,1,"Commd5"
"ENSRNOG00000048523",6,14,10,10,17,15,22,49,20,33,48,30,32,46,46,31,"Rpl8"
"ENSRNOG00000050661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC102555083"
"ENSRNOG00000034107",68,101,99,91,42,54,78,136,229,218,190,209,227,212,158,208,"LOC681282"
"ENSRNOG00000004583",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Mb"
"ENSRNOG00000004688",105,85,99,102,11,11,8,9,121,228,142,150,182,167,156,201,"Rbfox2"
"ENSRNOG00000053024",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00003"
"ENSRNOG00000052981",338,476,383,318,2,3,4,2,13,3,8,16,12,27,5,25,"AABR07058464.1"
"ENSRNOG00000050695",0,0,0,1,0,0,0,0,2,0,0,1,1,1,0,0,"Zfp7"
"ENSRNOG00000004484",4,12,4,16,0,1,2,0,1,11,7,5,4,2,3,4,"LOC108348189"
"ENSRNOG00000048456",8,12,12,12,21,36,36,58,26,32,41,29,38,34,30,31,"LOC100360117"
"ENSRNOG00000050651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zfp647"
"ENSRNOG00000060702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00003"
"ENSRNOG00000042771",977,2106,1146,1151,31,31,36,35,307,211,240,269,174,324,219,289,"Apol3"
"ENSRNOG00000046779",22,22,17,16,0,0,1,0,1,1,1,1,1,3,1,1,"LOC100911562"
"ENSRNOG00000048451",0,0,0,0,0,0,2,0,0,6,1,0,5,2,2,5,"LOC100911804"
"ENSRNOG00000004860",49,54,53,65,9,11,12,9,37,63,48,56,62,63,47,41,"Myh9"
"ENSRNOG00000004843",0,1,1,2,0,2,3,0,1,3,0,1,0,1,1,0,"LOC100362333"
"ENSRNOG00000023122",21,34,27,31,1,0,1,0,14,8,12,11,4,10,2,2,"AABR07058476.1"
"ENSRNOG00000047782",14,19,13,8,0,1,0,0,0,1,3,3,1,1,0,0,"RGD1309808"
"ENSRNOG00000047414",4,4,2,3,2,0,0,1,6,0,1,2,5,6,5,1,"AABR07058479.1"
"ENSRNOG00000023410",579,938,780,874,4,3,0,1,27,2,14,15,26,42,21,39,"Apol9a"
"ENSRNOG00000048970",0,0,1,1,4,1,26,89,9,39,33,12,53,22,35,40,"Apol2"
"ENSRNOG00000049236",111,73,46,121,14,11,18,15,39,135,55,82,153,72,80,72,"Myh9l1"
"ENSRNOG00000055884",2,3,1,4,0,6,6,3,8,4,2,2,4,2,1,1,"RF00026"
"ENSRNOG00000052754",0,0,0,0,1,2,2,2,0,0,1,0,1,0,1,0,"AABR07058483.1"
"ENSRNOG00000053482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF01233"
"ENSRNOG00000005614",1618,2028,2063,1894,184,185,277,568,2145,1602,1874,1720,1518,1731,1575,1813,"Txn2"
"ENSRNOG00000005749",12,33,15,25,31,28,27,40,31,64,34,40,48,68,29,32,"Foxred2"
"ENSRNOG00000005804",615,734,722,714,849,1246,1576,2077,1577,2095,1623,1665,2223,1747,1538,1930,"Eif3d"
"ENSRNOG00000006226",1,1,1,0,7,6,6,3,1,1,0,0,0,1,2,1,"Cacng2"
"ENSRNOG00000036519",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07058487.1"
"ENSRNOG00000006440",140,136,136,169,21,26,47,44,142,162,142,156,187,164,153,168,"Ift27"
"ENSRNOG00000006471",1,0,5,1,0,0,1,1,1,1,0,0,0,1,0,1,"Pvalb"
"ENSRNOG00000006940",21,40,83,25,148,266,272,323,199,66,84,354,38,103,69,51,"Ncf4"
"ENSRNOG00000000187",48,70,75,41,26,13,35,22,298,169,126,173,127,259,91,96,"Csf2rb"
"ENSRNOG00000056922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00019"
"ENSRNOG00000056854",0,1,0,0,5,2,4,2,2,3,0,0,0,0,0,0,"AABR07058498.2"
"ENSRNOG00000000186",4878,6386,6157,5186,267,308,208,245,10411,6964,8710,8414,6060,8994,7977,8996,"Tst"
"ENSRNOG00000000185",1440,1459,1762,1518,125,103,197,219,1139,1620,1388,1106,1715,1535,1407,1499,"Mpst"
"ENSRNOG00000000231",17,19,15,6,9,14,11,7,42,39,23,28,46,60,29,50,"Kctd17"
"ENSRNOG00000000184",6620,11751,6721,7617,58,83,58,51,3433,3164,2990,3060,2784,3430,3146,3236,"Tmprss6"
"ENSRNOG00000055973",67,197,118,80,3,6,2,3,126,120,114,128,91,151,119,93,"AABR07058498.1"
"ENSRNOG00000048636",19,60,14,10,9,3,5,6,162,91,98,79,80,133,82,82,"Il2rb"
"ENSRNOG00000007300",27,13,3,4,4,5,3,3,45,39,11,41,27,82,24,62,"C1qtnf6"
"ENSRNOG00000057757",3,0,2,3,0,0,0,3,1,3,0,0,2,2,1,1,"AABR07058501.1"
"ENSRNOG00000007332",6,7,5,9,49,130,116,115,27,13,21,37,8,26,12,15,"Sstr3"
"ENSRNOG00000007350",87,122,152,53,549,781,852,956,662,370,349,1256,196,298,225,251,"Rac2"
"ENSRNOG00000007679",37,65,86,33,97,116,152,204,323,128,141,237,84,163,102,84,"Cyth4"
"ENSRNOG00000007934",1,2,0,3,0,1,3,0,2,0,3,2,1,2,0,0,"Elfn2"
"ENSRNOG00000008133",14,21,8,11,43,59,95,106,41,47,20,67,25,56,26,40,"Mfng"
"ENSRNOG00000008401",293,156,253,255,20,26,32,80,211,328,197,325,274,269,235,245,"Card10"
"ENSRNOG00000008517",410,407,337,462,16,11,13,14,587,898,457,553,671,585,467,567,"Cdc42ep1"
"ENSRNOG00000008539",45,14,16,16,16,15,3,8,413,512,404,444,448,410,380,470,"Lgals2"
"ENSRNOG00000008897",393,469,496,438,110,167,256,358,514,554,432,503,487,554,403,470,"Gga1"
"ENSRNOG00000052480",4,4,7,5,0,0,0,0,7,3,5,3,5,6,8,3,"AC096473.1"
"ENSRNOG00000009360",76,112,124,87,49,57,65,62,266,235,155,240,188,209,136,159,"Sh3bp1"
"ENSRNOG00000053543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC096473.2"
"ENSRNOG00000009570",16,13,28,19,14,17,66,102,54,145,132,74,169,84,126,116,"Pdxp"
"ENSRNOG00000009884",26,55,42,30,34,46,47,55,233,196,84,176,172,321,97,246,"Lgals1"
"ENSRNOG00000010209",60,70,84,57,57,63,112,198,178,150,162,171,195,169,108,127,"Nol12"
"ENSRNOG00000059015",254,373,305,302,208,276,337,396,440,664,457,602,797,680,570,620,"Triobp"
"ENSRNOG00000055700",0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0,"AC096473.3"
"ENSRNOG00000055408",663,937,830,822,63,73,28,34,629,672,560,590,569,629,520,519,"Gcat"
"ENSRNOG00000027060",4,0,6,11,0,0,1,0,2,0,2,6,2,1,3,3,"Galr3"
"ENSRNOG00000010821",65,75,85,61,17,19,26,20,73,96,58,90,108,82,73,80,"Ankrd54"
"ENSRNOG00000011020",954,924,1006,1040,200,193,335,606,1270,1416,1204,1222,1366,1273,1188,1324,"Eif3l"
"ENSRNOG00000026212",185,159,165,224,32,47,53,27,225,207,179,258,169,284,176,192,"Micall1"
"ENSRNOG00000011170",4,7,2,4,0,1,3,1,10,12,8,4,6,9,4,9,"RGD1359634"
"ENSRNOG00000011214",222,287,289,228,55,45,91,143,426,486,401,357,463,467,358,386,"Polr2f"
"ENSRNOG00000011305",17,14,9,14,11,18,17,10,19,14,17,12,16,5,13,12,"Sox10"
"ENSRNOG00000011507",198,247,235,224,96,137,190,256,421,351,359,392,329,398,358,374,"Pick1"
"ENSRNOG00000012090",1,2,0,0,2,3,0,1,2,1,1,6,4,0,1,0,"Slc16a8"
"ENSRNOG00000012215",2,6,10,4,28,35,50,83,130,51,100,159,53,131,116,115,"Baiap2l2"
"ENSRNOG00000012295",170,215,160,183,35,30,38,61,339,293,304,331,233,362,293,315,"Pla2g6"
"ENSRNOG00000012886",19,29,17,23,48,58,70,109,574,808,712,524,888,709,725,524,"Maff"
"ENSRNOG00000022802",212,228,275,248,22,26,36,45,187,230,153,186,228,181,159,150,"Tmem184b"
"ENSRNOG00000013076",170,171,217,178,55,61,78,83,252,313,179,203,259,272,206,238,"Csnk1e"
"ENSRNOG00000013869",0,2,0,1,1,1,2,0,3,2,0,2,1,1,0,0,"Kcnj4"
"ENSRNOG00000013577",19,16,5,10,26,37,24,65,62,49,51,39,48,61,33,68,"Kdelr3"
"ENSRNOG00000051170",1218,1204,1474,1438,228,225,358,370,1944,2756,2558,2716,2594,3074,2655,2749,"Ddx17"
"ENSRNOG00000013807",0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,"Dmc1"
"ENSRNOG00000021795",0,0,1,0,14,7,8,4,6,2,1,5,0,2,2,3,"Fam227a"
"ENSRNOG00000013892",68,78,82,76,8,5,4,3,88,53,60,75,50,68,50,64,"Cby1"
"ENSRNOG00000014058",505,590,686,555,312,441,573,842,1242,1187,1093,1164,1150,1112,1038,1156,"Tomm22"
"ENSRNOG00000014440",317,298,364,361,30,34,39,94,462,436,463,451,418,441,465,517,"Josd1"
"ENSRNOG00000014634",226,217,275,262,101,77,239,495,262,727,529,432,1028,514,558,564,"Gtpbp1"
"ENSRNOG00000061825",0,0,1,2,0,0,2,1,0,8,4,5,14,4,3,6,"RF00100"
"ENSRNOG00000015177",681,541,544,804,187,140,292,385,247,296,260,1009,339,316,308,314,"Sun2"
"ENSRNOG00000015583",96,122,102,82,14,9,6,7,186,132,123,158,127,175,147,156,"Dnal4"
"ENSRNOG00000016156",18,13,13,21,2,3,4,6,7,7,1,7,4,5,3,6,"Nptxr"
"ENSRNOG00000046955",42,68,72,70,81,122,140,191,80,94,62,56,77,64,42,69,"Cbx6"
"ENSRNOG00000061351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000057728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC128476.1"
"ENSRNOG00000016852",4,4,3,7,76,115,160,311,57,133,95,64,133,70,53,84,"Apobec3b"
"ENSRNOG00000057782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC128476.2"
"ENSRNOG00000016875",52,44,48,34,15,19,97,162,29,77,76,50,86,74,100,92,"Cbx7"
"ENSRNOG00000060638",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"RF01233"
"ENSRNOG00000017197",9,13,11,17,11,12,17,10,14,14,9,25,13,26,14,23,"Pdgfb"
"ENSRNOG00000057961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00066"
"ENSRNOG00000016896",4022,4725,4749,4476,2375,2112,3859,7244,15333,20555,15678,15728,21184,16626,14806,16972,"Rpl3"
"ENSRNOG00000058269",2,1,0,0,1,0,2,12,15,10,4,10,7,5,3,5,"RF00593"
"ENSRNOG00000059190",0,1,0,0,3,0,4,4,2,5,4,0,7,3,1,3,"AC127784.1"
"ENSRNOG00000052611",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00221"
"ENSRNOG00000017108",229,254,260,228,29,19,34,28,153,188,144,168,183,180,163,128,"Syngr1"
"ENSRNOG00000061943",1,1,2,0,2,5,8,11,3,4,2,2,4,4,0,3,"AC127784.2"
"ENSRNOG00000017285",194,181,150,135,102,129,204,311,321,384,339,263,328,291,287,319,"Tab1"
"ENSRNOG00000056726",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,"RF00399"
"ENSRNOG00000017434",4,0,3,6,7,4,3,2,8,10,10,12,14,19,8,4,"Mgat3"
"ENSRNOG00000061168",0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,"AABR07058511.1"
"ENSRNOG00000017553",383,480,436,513,76,120,176,317,424,420,394,386,406,391,386,418,"Mief1"
"ENSRNOG00000062011",2,2,0,0,13,25,20,32,7,1,4,3,0,3,2,0,"AABR07058511.2"
"ENSRNOG00000017801",1118,2376,1763,1843,1436,1778,2345,3624,3808,4424,3710,3795,4739,4690,3187,3769,"Atf4"
"ENSRNOG00000017847",349,439,501,329,135,135,220,396,588,610,559,499,621,614,520,542,"Rps19bp1"
"ENSRNOG00000060407",1,3,0,0,5,3,8,2,2,4,0,3,2,3,3,1,"Cacna1i"
"ENSRNOG00000025344",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,"Enthd1"
"ENSRNOG00000052218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000062075",5,4,4,5,4,4,3,2,11,2,11,7,10,3,4,2,"AABR07058514.3"
"ENSRNOG00000037185",2,1,3,4,3,5,3,4,5,0,2,2,7,6,3,2,"AABR07058514.2"
"ENSRNOG00000018316",0,2,5,1,36,39,67,114,30,190,197,126,404,181,323,360,"Grap2"
"ENSRNOG00000052765",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AABR07058517.1"
"ENSRNOG00000018330",2,1,1,0,10,11,47,161,33,85,49,33,130,56,51,71,"Fam83f"
"ENSRNOG00000024907",324,346,272,342,706,835,1021,1523,678,1137,877,709,1174,974,903,880,"Tnrc6b"
"ENSRNOG00000032777",0,6,1,0,26,44,38,85,11,2,2,3,3,2,6,13,"AABR07058519.1"
"ENSRNOG00000018655",358,374,422,403,105,105,238,535,781,771,680,681,748,708,617,658,"Adsl"
"ENSRNOG00000047506",115,190,136,125,385,507,462,623,230,192,175,165,183,211,167,201,"LOC100362980"
"ENSRNOG00000018745",182,211,244,214,21,23,32,34,268,199,196,219,182,249,194,216,"Sgsm3"
"ENSRNOG00000018803",146,165,161,171,33,32,41,36,110,170,139,200,187,163,116,144,"Mkl1"
"ENSRNOG00000058619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00322"
"ENSRNOG00000036921",20,42,38,28,30,30,29,29,83,37,42,46,51,50,53,56,"LOC100364435"
"ENSRNOG00000018895",0,2,1,0,0,1,0,0,5,2,8,9,6,9,4,9,"Mchr1"
"ENSRNOG00000056711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07058532.1"
"ENSRNOG00000018920",239,260,239,282,48,49,120,225,610,579,564,599,568,573,510,591,"Slc25a17"
"ENSRNOG00000019070",2862,2993,3710,3613,241,202,254,279,3097,3090,2866,2973,2891,3041,2953,3072,"St13"
"ENSRNOG00000019196",142,112,140,157,88,86,75,105,207,216,210,201,158,187,174,194,"Xpnpep3"
"ENSRNOG00000019187",1,0,1,0,0,1,1,2,1,0,2,1,2,1,7,1,"Dnajb7"
"ENSRNOG00000048207",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"AABR07058534.1"
"ENSRNOG00000058914",599,670,814,699,137,109,200,217,1121,1171,1062,1058,1171,1195,1002,1123,"Rbx1"
"ENSRNOG00000041449",5,2,6,6,1,3,3,5,6,8,6,9,9,1,7,12,"Gm23880"
"ENSRNOG00000000190",66,31,31,65,13,18,28,36,32,110,49,59,156,92,68,90,"AABR07058539.1"
"ENSRNOG00000058201",0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,"RF00026"
"ENSRNOG00000024743",262,308,343,304,99,148,292,538,348,400,383,305,342,422,281,327,"L3mbtl2"
"ENSRNOG00000024631",0,0,0,0,2,0,0,1,0,3,0,1,0,3,2,0,"Chadl"
"ENSRNOG00000031789",978,985,953,914,911,1315,2062,3154,1215,1935,1412,1316,2028,1290,1277,1426,"Rangap1"
"ENSRNOG00000055925",666,780,649,762,109,87,151,187,651,988,676,816,831,819,700,813,"Zc3h7b"
"ENSRNOG00000019383",269,294,213,233,31,40,32,40,189,276,186,220,236,194,182,184,"Tef"
"ENSRNOG00000050500",637,116,299,629,21,28,56,74,145,264,138,161,234,186,181,162,"Tob2"
"ENSRNOG00000024177",90,15,45,100,7,2,9,9,17,42,19,27,51,40,25,23,"AC096601.1"
"ENSRNOG00000024170",270,351,437,302,104,121,225,417,751,852,705,695,778,703,661,696,"Phf5a"
"ENSRNOG00000024128",1401,1599,1480,1549,369,371,827,1376,3297,3675,2953,3035,3530,3469,3265,3458,"Aco2"
"ENSRNOG00000004471",122,140,140,118,67,41,97,125,268,320,271,265,291,321,245,268,"Polr3h"
"ENSRNOG00000055418",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,"RF00405"
"ENSRNOG00000005332",2,4,6,8,3,2,6,2,4,10,10,12,15,22,9,10,"Csdc2"
"ENSRNOG00000005358",131,137,134,115,87,77,198,397,248,491,377,275,516,288,330,344,"Pmm1"
"ENSRNOG00000005572",0,1,0,0,2,1,4,1,1,2,0,2,6,3,1,4,"RGD1306782"
"ENSRNOG00000005577",252,345,293,317,37,33,29,44,207,368,202,249,313,237,198,218,"Desi1"
"ENSRNOG00000006392",239,273,235,253,81,99,151,209,557,791,611,580,694,611,559,612,"Xrcc6"
"ENSRNOG00000006762",206,246,276,223,75,60,111,149,569,691,536,580,715,592,507,612,"Snu13"
"ENSRNOG00000030150",0,0,0,1,2,1,1,0,0,3,1,2,0,0,0,2,"LOC100362109"
"ENSRNOG00000007003",1,0,2,2,8,5,5,1,7,4,4,6,2,5,3,7,"Mei1"
"ENSRNOG00000007262",49,63,42,39,169,197,141,222,248,122,206,183,122,187,176,157,"Ccdc134"
"ENSRNOG00000007400",1009,1097,1116,1136,934,1266,1139,1050,1585,2410,1553,1718,2259,1881,1445,1491,"Srebf2"
"ENSRNOG00000035547",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mir33"
"ENSRNOG00000049407",0,0,0,0,3,1,0,0,1,2,2,4,5,0,1,2,"Shisa8"
"ENSRNOG00000007664",0,0,1,1,0,0,2,0,1,0,0,0,0,3,2,0,"Tnfrsf13c"
"ENSRNOG00000023262",93,127,112,111,74,51,94,144,157,209,207,173,223,175,184,204,"Cenpm"
"ENSRNOG00000043197",0,0,2,1,0,3,2,2,1,0,1,1,0,0,0,1,"LOC688613"
"ENSRNOG00000061335",0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,"LOC108351520"
"ENSRNOG00000007686",7,3,7,9,10,9,10,1,10,7,8,10,6,4,4,8,"3-Sep"
"ENSRNOG00000008038",5,0,1,6,3,2,2,0,1,4,6,7,3,1,2,4,"Wbp2nl"
"ENSRNOG00000008064",633,618,582,563,331,413,424,518,337,243,266,296,296,359,299,358,"Naga"
"ENSRNOG00000042522",1,3,8,3,78,115,176,255,44,116,114,67,159,118,146,132,"Fam109b"
"ENSRNOG00000008461",1339,1650,1923,1447,123,111,125,193,1761,1481,1367,1353,1369,1653,1412,1436,"Smdt1"
"ENSRNOG00000008569",1432,1619,1822,1391,114,113,189,367,1657,1166,1512,1345,1126,1385,1302,1426,"Ndufa6"
"ENSRNOG00000032261",782,516,800,821,11,10,17,14,275,207,227,249,178,257,191,246,"Cyp2d4"
"ENSRNOG00000029128",4590,5230,4665,4959,21,25,17,18,1012,711,831,862,646,923,878,954,"Cyp2d5"
"ENSRNOG00000029179",16150,15618,16413,16624,30,27,30,33,365,145,222,215,312,450,314,318,"Cyp2d3"
"ENSRNOG00000056943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC107527.1"
"ENSRNOG00000008988",20055,25387,20081,19349,106,125,107,122,5002,3226,3844,3779,3054,4293,3702,4000,"Cyp2d2"
"ENSRNOG00000009585",275,282,273,289,48,28,48,68,210,347,217,250,355,242,228,238,"Tcf20"
"ENSRNOG00000050522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC120750.1"
"ENSRNOG00000022975",44,59,86,38,63,89,86,125,327,136,140,225,85,127,75,75,"Nfam1"
"ENSRNOG00000057768",8,0,4,5,2,0,1,0,0,0,0,0,2,0,0,0,"AABR07058542.1"
"ENSRNOG00000022932",169,161,178,144,9,8,7,3,193,175,129,155,163,190,176,166,"Serhl2"
"ENSRNOG00000022896",153,232,227,131,36,26,44,70,305,217,241,208,206,270,203,233,"Rrp7a"
"ENSRNOG00000022877",493,656,513,526,327,435,464,551,561,658,510,571,709,533,506,601,"Poldip3"
"ENSRNOG00000054193",0,1,1,0,0,3,1,4,0,0,0,0,1,1,2,1,"RF00007"
"ENSRNOG00000009592",4378,8394,5641,5756,167,182,323,535,1614,1280,1687,1529,1464,1922,1700,1911,"Cyb5r3"
"ENSRNOG00000009736",0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,"A4galt"
"ENSRNOG00000046472",354,452,452,402,60,72,72,85,1123,831,779,898,737,947,784,935,"Arfgap3"
"ENSRNOG00000009756",520,545,544,553,136,160,237,341,633,994,761,863,952,675,734,847,"Pacsin2"
"ENSRNOG00000010141",39,20,38,35,6,17,14,27,41,18,21,34,25,38,31,54,"Ttll1"
"ENSRNOG00000010359",0,1,0,0,7,2,8,10,5,6,0,7,5,6,4,7,"Bik"
"ENSRNOG00000010539",267,268,306,285,49,42,73,124,303,412,347,373,397,376,334,393,"Mcat"
"ENSRNOG00000010549",63,78,97,87,360,413,562,764,250,203,199,779,228,197,201,245,"Tspo"
"ENSRNOG00000022623",79,106,77,99,48,18,56,120,91,180,122,130,183,129,125,122,"Ttll12"
"ENSRNOG00000010617",2,67,1,3,39,61,48,45,3,2,2,28,5,4,3,5,"Scube1"
"ENSRNOG00000054112",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07058554.1"
"ENSRNOG00000010834",1,0,1,0,1,2,1,0,0,0,0,0,3,0,0,1,"Mpped1"
"ENSRNOG00000011094",7,4,2,12,5,0,1,0,0,0,0,0,0,1,1,1,"Efcab6"
"ENSRNOG00000046975",9,72,18,4,16,5,11,13,71,166,31,59,156,90,45,59,"Sult4a1"
"ENSRNOG00000022296",55,328,115,64,8,2,3,7,67,212,22,53,187,73,35,59,"Pnpla5"
"ENSRNOG00000022268",573,3146,735,427,11,19,3,14,173,266,96,115,271,208,87,101,"Pnpla3"
"ENSRNOG00000011952",995,1330,1163,1116,185,198,266,402,2007,2155,1636,1729,2194,2001,1767,1862,"Samm50"
"ENSRNOG00000055305",154,193,208,159,82,145,318,580,740,1163,910,759,1363,1148,957,1077,"Parvb"
"ENSRNOG00000052064",13,22,47,13,64,35,53,50,120,77,48,137,77,59,49,45,"Parvg"
"ENSRNOG00000052725",15,12,10,14,3,5,2,3,13,12,9,11,8,22,4,6,"Shisal1"
"ENSRNOG00000021671",15,15,6,12,2,1,0,0,2,9,1,3,3,5,4,8,"Rtl6"
"ENSRNOG00000029243",1,0,1,0,1,0,0,2,2,2,1,0,0,1,0,0,"AABR07058578.1"
"ENSRNOG00000058303",0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000012475",103,127,113,109,19,17,30,27,170,131,96,103,123,154,98,115,"Prr5"
"ENSRNOG00000060017",0,0,0,0,1,1,4,0,0,0,0,0,1,0,0,0,"AABR07058578.2"
"ENSRNOG00000013067",3,13,3,9,2,1,3,5,4,3,4,3,1,10,2,3,"Phf21b"
"ENSRNOG00000033570",186,330,213,251,2,1,2,2,7,17,8,9,12,19,13,16,"Arhgap8"
"ENSRNOG00000013423",287,292,345,372,218,267,382,678,410,758,540,479,838,482,523,552,"Nup50"
"ENSRNOG00000031269",334,450,361,362,75,139,159,249,288,385,264,231,320,251,243,239,"RGD1304694"
"ENSRNOG00000041492",0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,2,"Mir1249"
"ENSRNOG00000013593",0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,"Upk3a"
"ENSRNOG00000013764",29,50,42,39,11,7,6,12,62,70,64,68,77,63,67,75,"Fam118a"
"ENSRNOG00000032570",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Smc1b"
"ENSRNOG00000033502",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,"Ribc2"
