"ID","A1","A2","A3","A4","D1","D2","D3","D4","L1","L2","L3","L4","S1","S3","S4","S5","Gene.name"
"ENSRNOG00000053649",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"AABR07008013.1"
"ENSRNOG00000053767",1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,"AABR07008014.1"
"ENSRNOG00000050795",14,18,20,16,1,7,7,13,55,21,23,21,31,41,24,22,"AABR07008016.1"
"ENSRNOG00000014528",29,35,25,25,6,8,15,18,74,59,31,43,38,68,48,36,"Zswim6"
"ENSRNOG00000031995",309,337,352,389,87,82,117,208,490,665,593,496,598,432,460,539,"Smim15"
"ENSRNOG00000055079",128,115,148,129,31,22,34,87,433,321,332,318,283,349,344,335,"Ndufaf2"
"ENSRNOG00000009968",52,82,78,47,26,23,41,78,102,132,87,108,131,135,80,130,"Ercc8"
"ENSRNOG00000032097",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008025.1"
"ENSRNOG00000051672",0,0,0,0,0,0,1,0,1,1,1,4,1,1,1,3,"AABR07008030.1"
"ENSRNOG00000010701",20,4,4,11,148,251,466,666,38,89,91,102,107,58,80,63,"Depdc1b"
"ENSRNOG00000010450",1,2,0,1,1,0,0,2,7,5,15,11,6,7,8,12,"Elovl7"
"ENSRNOG00000042536",60,57,32,67,25,23,47,69,55,146,110,119,206,141,147,159,"Pde4d"
"ENSRNOG00000040434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mir582"
"ENSRNOG00000041930",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008066.1"
"ENSRNOG00000047236",8,14,3,5,1,0,6,4,11,11,7,15,17,9,7,8,"AABR07008066.2"
"ENSRNOG00000056624",0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,1,"LOC108349943"
"ENSRNOG00000011623",0,1,1,0,0,1,3,0,0,0,0,0,0,1,0,0,"Rab3c"
"ENSRNOG00000026989",13,5,20,5,24,27,17,29,64,18,25,51,18,19,13,12,"Gapt"
"ENSRNOG00000011951",505,1508,989,551,103,112,118,142,1261,787,515,573,734,1388,674,912,"Plk2"
"ENSRNOG00000054928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008074.1"
"ENSRNOG00000026928",11,11,21,12,14,15,8,12,18,21,17,19,24,19,19,19,"AABR07008097.1"
"ENSRNOG00000043292",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Actbl2"
"ENSRNOG00000048490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008099.1"
"ENSRNOG00000058955",0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,"AABR07008099.2"
"ENSRNOG00000054424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008103.1"
"ENSRNOG00000013002",533,635,723,791,294,367,637,1157,903,1099,1084,968,1089,1000,986,1031,"Gpbp1"
"ENSRNOG00000013121",79,90,70,143,39,44,139,245,150,373,365,246,499,296,398,372,"Mier3"
"ENSRNOG00000013177",24,22,36,26,3,5,9,7,27,55,55,29,45,48,22,26,"Map3k1"
"ENSRNOG00000057337",0,0,0,0,0,0,1,0,1,3,3,5,1,1,1,3,"AC111653.1"
"ENSRNOG00000054714",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AABR07008107.1"
"ENSRNOG00000050275",1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,"LOC100912399"
"ENSRNOG00000053901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008108.1"
"ENSRNOG00000013555",4,0,1,6,3,2,3,2,25,16,37,28,10,26,32,25,"Ankrd55"
"ENSRNOG00000055198",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000059665",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"AABR07008118.1"
"ENSRNOG00000013963",959,843,731,1353,34,25,20,17,543,810,1005,949,710,1135,1040,1048,"Il6st"
"ENSRNOG00000042080",2,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,"Il31ra"
"ENSRNOG00000026686",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Ddx4"
"ENSRNOG00000009851",174,118,175,178,21,13,19,41,126,123,122,149,91,131,110,121,"Slc38a9"
"ENSRNOG00000052833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00432"
"ENSRNOG00000054288",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"AABR07008126.1"
"ENSRNOG00000009980",236,262,202,206,28,42,47,81,375,338,293,298,361,614,363,472,"Plpp1"
"ENSRNOG00000010125",340,325,299,359,100,98,229,352,381,794,530,507,711,508,518,597,"Mtrex"
"ENSRNOG00000010369",373,309,372,412,72,78,125,178,160,378,206,233,382,251,221,246,"Dhx29"
"ENSRNOG00000010454",0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,"Ccno"
"ENSRNOG00000039588",0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,"Mcidas"
"ENSRNOG00000036435",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mir449c"
"ENSRNOG00000036434",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC106510.1"
"ENSRNOG00000035622",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mir449a"
"ENSRNOG00000010461",12,14,12,13,7,6,6,6,53,27,33,24,41,61,26,37,"Gpx8"
"ENSRNOG00000010603",12,30,15,10,1,0,0,0,2,0,3,0,3,3,1,4,"Gzma"
"ENSRNOG00000055170",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"AABR07072704.1"
"ENSRNOG00000010661",2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,"Gzmk"
"ENSRNOG00000010797",2,8,3,1,0,2,0,0,18,37,21,19,26,72,28,30,"Esm1"
"ENSRNOG00000039582",18,20,9,10,1,1,2,4,67,98,49,91,63,69,43,68,"RGD1561161"
"ENSRNOG00000010971",177,394,245,175,70,53,108,85,408,325,167,286,294,334,170,182,"Snx18"
"ENSRNOG00000010992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hspb3"
"ENSRNOG00000052560",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008142.2"
"ENSRNOG00000047990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008142.1"
"ENSRNOG00000011105",16,33,15,14,3,12,7,4,7,29,29,16,17,22,9,14,"Arl15"
"ENSRNOG00000058109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008152.1"
"ENSRNOG00000048474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC108350225"
"ENSRNOG00000045981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Olr1262"
"ENSRNOG00000047334",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Olr1264"
"ENSRNOG00000049183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Olr1265"
"ENSRNOG00000048892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC108350228"
"ENSRNOG00000047572",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC108350226"
"ENSRNOG00000011383",517,588,629,506,139,168,332,587,1208,1312,1349,1197,1398,1226,1147,1325,"Ndufs4"
"ENSRNOG00000011631",12,0,5,0,1,3,4,1,4,4,1,3,5,5,6,5,"Fst"
"ENSRNOG00000056325",1120,1859,1275,1139,51,57,51,46,1136,591,902,900,602,974,838,874,"Mocs2"
"ENSRNOG00000058111",0,5,1,0,3,1,7,0,1,10,8,7,22,7,4,9,"Itga2"
"ENSRNOG00000052163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008180.1"
"ENSRNOG00000060124",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00405"
"ENSRNOG00000053550",170,170,95,175,16,17,17,4,83,200,142,115,148,150,114,127,"Itga1"
"ENSRNOG00000061128",180,270,301,238,65,56,109,210,278,367,308,285,357,374,232,295,"Pelo"
"ENSRNOG00000051788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000057783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000054205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000012556",0,1,0,1,2,5,3,6,0,1,0,1,3,5,0,2,"Isl1"
"ENSRNOG00000054960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00015"
"ENSRNOG00000031115",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC499530"
"ENSRNOG00000010824",22,42,38,17,23,20,41,39,52,47,31,70,39,65,41,43,"Parp8"
"ENSRNOG00000056354",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000046657",2,1,1,2,0,1,2,1,1,1,3,6,1,3,6,1,"AABR07008242.1"
"ENSRNOG00000054421",0,0,1,0,0,2,1,3,1,12,8,4,23,9,10,8,"AABR07008255.1"
"ENSRNOG00000060329",16,40,42,26,159,133,249,292,330,769,801,424,1289,746,1115,1080,"Emb"
"ENSRNOG00000052551",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,"AABR07008256.1"
"ENSRNOG00000056804",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"AABR07008256.2"
"ENSRNOG00000059924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008259.1"
"ENSRNOG00000055382",0,0,0,1,0,0,0,1,3,0,0,0,1,0,1,0,"Hcn1"
"ENSRNOG00000053499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000012136",311,353,386,362,110,99,153,260,782,741,719,712,673,810,687,809,"Mrps30"
"ENSRNOG00000054616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008285.1"
"ENSRNOG00000061261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008287.2"
"ENSRNOG00000056600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008287.1"
"ENSRNOG00000012278",0,0,1,0,0,1,0,1,9,2,1,3,2,1,1,1,"Fgf10"
"ENSRNOG00000048493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008293.3"
"ENSRNOG00000057463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008293.4"
"ENSRNOG00000026899",0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"AABR07008293.2"
"ENSRNOG00000022407",0,0,0,0,1,0,0,2,1,1,1,0,0,1,2,0,"AABR07008293.1"
"ENSRNOG00000026842",2583,2291,2449,2740,180,191,143,137,2409,3384,2548,2989,3017,2701,2974,3199,"Nnt"
"ENSRNOG00000058232",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"RF00049"
"ENSRNOG00000058580",548,658,783,740,120,145,165,252,1530,1246,1485,1484,1014,1396,1326,1551,"Paip1"
"ENSRNOG00000017581",50,13,32,31,24,41,103,176,53,118,109,91,126,98,103,73,"RGD1306227"
"ENSRNOG00000027263",38,33,34,40,0,5,2,6,17,12,18,19,12,16,13,16,"Tmem267"
"ENSRNOG00000059640",0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,"Ccl28"
"ENSRNOG00000016552",11847,10755,9120,10058,260,257,255,268,5848,18070,5228,7207,15205,8906,5116,7436,"Hmgcs1"
"ENSRNOG00000016353",144,8,99,126,6,1,3,1,6,3,4,6,3,2,6,5,"Nim1k"
"ENSRNOG00000015925",156,175,181,204,75,130,149,291,221,250,217,197,235,226,149,190,"Zfp131"
"ENSRNOG00000056816",0,0,1,0,1,3,6,13,2,0,2,0,0,0,0,0,"RF00026"
"ENSRNOG00000061553",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"AABR07008298.2"
"ENSRNOG00000054825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008298.1"
"ENSRNOG00000039481",0,0,0,0,17,10,9,8,4,2,4,0,0,0,2,0,"AABR07008300.1"
"ENSRNOG00000052649",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"AABR07008309.1"
"ENSRNOG00000056627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008319.1"
"ENSRNOG00000053086",24584,24654,26925,28679,310,297,240,180,13250,11179,16380,15853,9892,16048,16818,17564,"Selenop"
"ENSRNOG00000039473",7321,7272,6785,5091,174,244,165,178,6741,2696,6017,4807,2447,5030,4664,5597,"Ccdc152"
"ENSRNOG00000015654",8373,9872,8882,10559,59,43,31,33,877,1410,1025,1098,1329,1123,1154,1225,"Ghr"
"ENSRNOG00000057098",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"RF00619"
"ENSRNOG00000054353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008341.1"
"ENSRNOG00000053416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000061926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000048753",0,4,2,1,1,1,3,5,2,2,2,0,3,1,1,2,"AABR07008350.1"
"ENSRNOG00000015622",178,190,196,209,10,4,9,13,53,53,77,52,65,61,51,56,"Fbxo4"
"ENSRNOG00000052775",119,190,166,236,21,25,32,67,128,153,172,128,184,180,151,192,"RGD1305938"
"ENSRNOG00000043094",26,25,19,24,80,64,149,229,128,252,129,182,320,173,124,166,"Oxct1"
"ENSRNOG00000014550",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,"Plcxd3"
"ENSRNOG00000055772",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000024115",4737,9718,6637,7212,34,48,41,51,1390,2588,1417,1519,2273,1690,1376,1628,"C6"
"ENSRNOG00000042327",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AABR07008370.1"
"ENSRNOG00000060403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000061379",6,0,2,1,0,1,3,4,54,31,12,25,31,63,22,55,"C7"
"ENSRNOG00000001271",448,432,553,544,37,43,74,119,340,346,395,374,346,397,433,437,"Card6"
"ENSRNOG00000060919",0,0,1,2,1,1,2,21,18,0,15,11,7,5,4,12,"RF00577"
"ENSRNOG00000012799",186,160,202,281,69,90,159,284,238,473,363,385,368,322,369,377,"Prkaa1"
"ENSRNOG00000013217",94,70,84,121,6,6,13,10,42,48,36,54,54,69,47,40,"Ttc33"
"ENSRNOG00000013240",1,0,1,0,2,3,7,11,9,2,10,12,10,5,1,7,"Ptger4"
"ENSRNOG00000052207",1,4,1,0,1,3,4,5,5,3,4,10,8,12,8,9,"LOC100909878"
"ENSRNOG00000053756",3,1,0,3,1,2,1,6,2,2,5,4,1,3,3,4,"Rps15al4"
"ENSRNOG00000058923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008386.1"
"ENSRNOG00000056120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000028930",97,113,51,88,36,40,39,72,305,390,184,215,355,438,246,276,"Dab2"
"ENSRNOG00000013736",19144,21859,20252,22253,59,59,58,62,870,2099,1020,1113,2081,1322,1067,1254,"C9"
"ENSRNOG00000052970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000013886",46,65,67,47,512,646,420,406,323,172,168,241,104,164,94,83,"Fyb1"
"ENSRNOG00000011341",66,45,30,59,11,10,18,20,53,167,93,110,127,110,108,98,"Rictor"
"ENSRNOG00000033192",7,37,4,7,2,1,0,1,12,18,9,18,26,26,8,12,"Osmr"
"ENSRNOG00000059278",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"AABR07008399.1"
"ENSRNOG00000011696",127,2342,25,104,5,11,2,3,46,288,86,92,241,161,88,105,"Lifr"
"ENSRNOG00000012058",4,1,6,5,5,0,8,4,25,15,6,11,10,13,6,25,"Egflam"
"ENSRNOG00000054575",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00015"
"ENSRNOG00000012819",66,37,40,74,0,0,0,1,0,1,0,2,0,0,1,0,"Gdnf"
"ENSRNOG00000013336",131,115,119,134,214,292,244,410,182,217,197,172,239,167,198,172,"Wdr70"
"ENSRNOG00000013411",147,104,100,130,91,102,150,224,214,322,219,226,332,240,241,277,"Nup155"
"ENSRNOG00000042118",11,1,1,0,8,0,6,2,14,24,11,18,18,10,3,19,"RGD1310081"
"ENSRNOG00000056907",577,453,510,545,1116,1314,1292,1640,461,796,606,565,830,613,525,545,"Nipbl"
"ENSRNOG00000058320",2,2,3,1,0,1,0,0,7,3,1,2,7,4,2,2,"AABR07008420.1"
"ENSRNOG00000030748",0,2,2,0,1,0,0,1,0,0,0,0,1,0,1,1,"AABR07008421.1"
"ENSRNOG00000016163",38,44,49,57,34,53,52,52,79,69,61,77,61,65,64,90,"Slc1a3"
"ENSRNOG00000056794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008424.1"
"ENSRNOG00000057529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000052173",0,0,1,0,1,0,0,5,4,5,7,6,4,5,6,2,"AABR07008439.1"
"ENSRNOG00000054157",2633,2138,2777,3079,364,516,852,1423,2033,3808,2515,2454,3543,2630,2593,2979,"Nadk2"
"ENSRNOG00000059059",18,15,32,16,43,40,82,130,713,999,641,649,847,617,572,618,"Skp2"
"ENSRNOG00000054751",77,44,53,91,5,9,10,14,45,122,62,70,144,75,77,87,"Lmbrd2"
"ENSRNOG00000055126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008440.1"
"ENSRNOG00000059568",0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,"Ugt3a2"
"ENSRNOG00000054277",0,0,2,2,2,0,1,2,0,1,1,3,1,0,0,2,"Capsl"
"ENSRNOG00000058275",0,0,2,0,0,1,1,0,2,0,0,1,0,2,0,1,"Spef2"
"ENSRNOG00000060305",0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,0,"AABR07008462.1"
"ENSRNOG00000058499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000057557",84,5342,22,59,2,9,0,1,22,3,23,23,11,49,36,22,"Prlr"
"ENSRNOG00000017821",1887,1807,1932,1866,162,164,114,123,5226,4536,5531,5243,4094,5233,5146,5497,"Agxt2"
"ENSRNOG00000017876",235,257,327,295,51,48,78,136,387,311,271,250,301,251,221,254,"Dnajc21"
"ENSRNOG00000018021",183,178,240,209,80,145,235,430,505,637,516,468,583,477,456,534,"Brix1"
"ENSRNOG00000018063",68,71,112,88,36,33,70,174,99,187,157,147,204,138,157,159,"Rad1"
"ENSRNOG00000055986",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC128789.1"
"ENSRNOG00000028872",190,155,182,190,17,15,14,22,260,506,231,283,410,323,257,351,"Rai14"
"ENSRNOG00000018570",0,2,14,10,0,1,0,0,2,5,12,13,2,11,3,25,"C1qtnf3"
"ENSRNOG00000018662",5695,8639,9562,9965,64,78,65,101,1077,1181,1082,996,1076,1075,1092,998,"Amacr"
"ENSRNOG00000018759",1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"Slc45a2"
"ENSRNOG00000023126",0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,"Rxfp3"
"ENSRNOG00000061419",0,0,0,0,0,0,0,0,4,1,1,2,0,1,3,0,"AABR07008485.1"
"ENSRNOG00000018865",78,83,67,68,1,4,4,0,185,299,173,195,216,228,195,215,"Adamts12"
"ENSRNOG00000061783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000019023",2089,2382,2975,2739,205,203,307,535,1962,2514,2279,2333,2438,2514,2202,2492,"Tars"
"ENSRNOG00000059296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008491.1"
"ENSRNOG00000030171",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC499541"
"ENSRNOG00000032427",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC499542"
"ENSRNOG00000019184",7,19,7,4,3,5,6,6,34,62,9,26,76,48,19,37,"Npr3"
"ENSRNOG00000030204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC499544"
"ENSRNOG00000050563",692,1182,993,797,292,299,411,691,1491,1719,1344,1259,1651,1404,1254,1373,"Sub1"
"ENSRNOG00000057276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000011627",546,677,619,713,132,230,254,459,706,1253,756,767,1134,873,715,829,"Zfr"
"ENSRNOG00000041746",3,0,1,0,0,0,0,0,5,4,1,3,4,8,2,4,"AC095678.1"
"ENSRNOG00000022929",99,102,62,81,14,13,34,44,69,148,90,124,191,156,119,123,"Mtmr12"
"ENSRNOG00000053392",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"AC095678.2"
"ENSRNOG00000012186",919,961,1097,1157,157,210,232,339,655,880,734,811,870,746,676,821,"Golph3"
"ENSRNOG00000013140",18,31,12,25,3,5,12,7,7,20,18,10,21,17,13,18,"Pdzd2"
"ENSRNOG00000036432",2,3,6,1,3,2,7,9,10,1,1,5,5,9,5,3,"AABR07008505.1"
"ENSRNOG00000061724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00003"
"ENSRNOG00000022745",139,155,152,206,12,30,26,63,140,232,149,138,193,180,157,172,"RGD1306502"
"ENSRNOG00000013451",224,235,252,289,153,252,265,422,301,359,344,342,433,330,310,316,"Drosha"
"ENSRNOG00000056876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008513.1"
"ENSRNOG00000013535",0,1,0,1,0,1,1,2,1,0,0,1,5,6,1,6,"Cdh6"
"ENSRNOG00000055784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008530.1"
"ENSRNOG00000056460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00026"
"ENSRNOG00000058937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008568.1"
"ENSRNOG00000058273",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008594.1"
"ENSRNOG00000053100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008597.1"
"ENSRNOG00000055439",93,88,101,88,7,0,5,2,37,86,53,53,79,69,57,73,"AABR07008608.1"
"ENSRNOG00000033837",1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,"Cdh9"
"ENSRNOG00000053049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000056155",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00100"
"ENSRNOG00000061232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008655.1"
"ENSRNOG00000053979",51,68,57,40,0,0,0,3,7,6,10,13,10,12,9,4,"Egf"
"ENSRNOG00000051543",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008661.1"
"ENSRNOG00000009771",1,2,2,1,2,0,1,4,3,0,3,2,1,0,1,2,"Cdh10"
"ENSRNOG00000047646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008670.1"
"ENSRNOG00000061619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC102553734"
"ENSRNOG00000053969",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"AABR07008681.1"
"ENSRNOG00000061841",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"RF00405"
"ENSRNOG00000019037",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008724.1"
"ENSRNOG00000053777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000026392",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,"Cdh12"
"ENSRNOG00000052922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00421"
"ENSRNOG00000060233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00003"
"ENSRNOG00000057307",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008788.1"
"ENSRNOG00000056734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
"ENSRNOG00000010535",1,9,0,1,0,5,0,2,2,4,0,1,4,2,0,2,"Cdh18"
"ENSRNOG00000046150",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"AABR07008805.1"
"ENSRNOG00000059822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00003"
"ENSRNOG00000052117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00003"
"ENSRNOG00000056961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00003"
"ENSRNOG00000061700",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"AABR07008844.1"
"ENSRNOG00000031024",2,6,7,0,0,0,0,0,6,2,3,0,1,3,0,2,"Sirpd"
"ENSRNOG00000053292",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"AABR07008876.1"
"ENSRNOG00000051488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008878.1"
"ENSRNOG00000047140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008890.1"
"ENSRNOG00000046313",32,52,39,30,43,42,36,31,154,82,80,93,78,121,70,87,"Basp1"
"ENSRNOG00000059376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008898.1"
"ENSRNOG00000025157",3,2,4,1,0,2,0,3,6,4,3,1,5,4,0,2,"AABR07008904.1"
"ENSRNOG00000010161",494,486,295,552,67,86,58,52,120,326,166,154,269,258,159,180,"Myo10"
"ENSRNOG00000010589",51,16,35,51,3,6,6,8,5,2,6,21,3,12,5,9,"LOC103690028"
"ENSRNOG00000048993",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"RF00017"
"ENSRNOG00000056969",0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,"AABR07008911.1"
"ENSRNOG00000057522",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LOC103689968"
"ENSRNOG00000059443",0,9,4,3,0,2,1,3,2,1,5,3,1,3,3,2,"Zfp622"
"ENSRNOG00000060222",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"AC113901.1"
"ENSRNOG00000060857",0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,2,"RF00066"
"ENSRNOG00000049126",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC115509.1"
"ENSRNOG00000056336",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AC131521.1"
"ENSRNOG00000024461",0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,1,"11-Mar"
"ENSRNOG00000024433",23,18,5,3,2,0,0,0,42,34,22,14,27,89,29,36,"Fbxl7"
"ENSRNOG00000050680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AABR07008916.1"
"ENSRNOG00000057918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RF00560"
