"","ENSEMBL","SYMBOL","LAP-Adult_logFC","LAP-Adult_FDR","Colony_Host_logFC","Colony_Host_FDR","Colony_Host_logFC","Colony_Host_FDR"
"237","ENSRNOG00000057290","Tmem168",-1.28395641864747,3.33265187160616e-06,NA,NA,-1.0434246,0.049335601
"238","ENSRNOG00000057867","Mns1",2.12175815111502,1.47695196034622e-05,1.2425001,0.0170551,NA,NA
"239","ENSRNOG00000058271","Chpt1",-2.28754808358041,3.24964950469462e-22,NA,NA,-0.9159864,0.018067442
"240","ENSRNOG00000058316","LOC686087",-1.128649365343,0.0122371394997611,2.4189906,0.02843391,NA,NA
"241","ENSRNOG00000058386","Golt1b",1.12604718349495,5.91941226382672e-06,0.9938683,0.006002288,NA,NA
"242","ENSRNOG00000058645","Tnc",3.11459918557295,1.14160084826112e-07,1.4222912,0.005327057,NA,NA
"243","ENSRNOG00000059215","Slc66a2",-1.09022474473237,4.59560753383255e-07,NA,NA,-0.5937989,0.028959013
"244","ENSRNOG00000059330"," ",-15.2373064137544,5.41023457563033e-38,NA,NA,-0.8524906,0.008804004
"245","ENSRNOG00000059947","Sdc1",-3.11779489865054,6.33511811790072e-60,NA,NA,-0.7253607,0.015135656
"246","ENSRNOG00000060005","Surf4",-0.985110253261759,9.55777006697149e-05,NA,NA,-0.6714536,0.03658111
"247","ENSRNOG00000061085","Fancd2",2.46692883260459,5.58352182800464e-11,1.1433405,0.01592628,NA,NA
"248","ENSRNOG00000061147","Fam189a2",1.90637897880164,0.000413193098634573,1.8516018,0.01104833,NA,NA
