"","logFC","logCPM","LR","PValue","FDR","ENSEMBL"
"169"," 1.484965e+00"," 2.720286e+00","1.555750e+01","8.003338e-05","8.826043e-03","ENSRNOG00000028064"
"170"," 1.364355e+00"," 2.689145e+00","1.555361e+01","8.019816e-05","8.826043e-03","ENSRNOG00000023861"
"171"," 1.079261e+00"," 3.374943e+00","1.552384e+01","8.147127e-05","8.913719e-03","ENSRNOG00000025757"
"172"," 1.215084e+00"," 2.993424e+00","1.550525e+01","8.227657e-05","8.949490e-03","ENSRNOG00000036585"
"173"," 1.466845e+00"," 2.304651e+00","1.548836e+01","8.301490e-05","8.963020e-03","ENSRNOG00000010344"
"174"," 1.961871e+00"," 1.714185e+00","1.547631e+01","8.354577e-05","8.963020e-03","ENSRNOG00000037085"
"175"," 1.581689e+00"," 2.689525e+00","1.546955e+01","8.384530e-05","8.963020e-03","ENSRNOG00000016812"
"176"," 3.243213e+00","-8.756090e-02","1.545678e+01","8.441338e-05","8.963020e-03","ENSRNOG00000058665"
"177"," 2.789255e+00"," 6.765777e-01","1.544277e+01","8.504173e-05","8.963020e-03","ENSRNOG00000019510"
"178"," 1.247821e+00"," 2.763281e+00","1.543758e+01","8.527540e-05","8.963020e-03","ENSRNOG00000007869"
"179"," 1.220954e+00"," 3.017868e+00","1.539782e+01","8.708889e-05","9.102492e-03","ENSRNOG00000000277"
"180"," 1.246689e+00"," 3.193030e+00","1.535119e+01","8.926446e-05","9.278048e-03","ENSRNOG00000056996"
"181"," 1.252448e+00"," 2.717325e+00","1.533240e+01","9.015714e-05","9.319060e-03","ENSRNOG00000008312"
"182"," 1.646146e+00"," 2.938951e+00","1.531642e+01","9.092298e-05","9.346583e-03","ENSRNOG00000042899"
"183"," 1.288855e+00"," 2.659615e+00","1.526910e+01","9.322912e-05","9.464007e-03","ENSRNOG00000061038"
"184"," 1.430307e+00"," 3.213393e+00","1.525043e+01","9.415516e-05","9.464007e-03","ENSRNOG00000010983"
"185"," 2.395003e+00"," 1.250016e+00","1.524794e+01","9.427937e-05","9.464007e-03","ENSRNOG00000053546"
"186"," 2.342395e+00"," 8.441174e-01","1.524507e+01","9.442301e-05","9.464007e-03","ENSRNOG00000024200"
"187"," 2.351137e+00"," 1.191019e+00","1.524075e+01","9.463904e-05","9.464007e-03","ENSRNOG00000031397"
"188"," 1.381823e+00"," 2.841772e+00","1.523157e+01","9.510040e-05","9.464007e-03","ENSRNOG00000056493"
"189"," 2.600843e+00"," 6.939132e-01","1.520300e+01","9.654987e-05","9.547524e-03","ENSRNOG00000049335"
"190"," 3.784225e+00","-4.569488e-01","1.519491e+01","9.696430e-05","9.547524e-03","ENSRNOG00000038115"
"191"," 1.010195e+00"," 3.191297e+00","1.518228e+01","9.761517e-05","9.547524e-03","ENSRNOG00000008082"
"192"," 1.325217e+00"," 2.592654e+00","1.517522e+01","9.798090e-05","9.547524e-03","ENSRNOG00000030150"
"193"," 1.422192e+00"," 2.770331e+00","1.514509e+01","9.955662e-05","9.604050e-03","ENSRNOG00000021217"
"194"," 1.641785e+00"," 1.913916e+00","1.514451e+01","9.958766e-05","9.604050e-03","ENSRNOG00000010467"
"195"," 2.518712e+00"," 1.328411e+00","1.513180e+01","1.002602e-04","9.607106e-03","ENSRNOG00000009105"
"196"," 3.195447e+00"," 1.934243e-02","1.512454e+01","1.006464e-04","9.607106e-03","ENSRNOG00000059340"
"197"," 3.089097e+00"," 1.487722e-01","1.511027e+01","1.014098e-04","9.610974e-03","ENSRNOG00000022160"
"198","-2.529873e+00"," 9.859697e+00","1.510462e+01","1.017143e-04","9.610974e-03","ENSRNOG00000061096"
"199"," 2.220080e+00"," 1.116909e+00","1.506763e+01","1.037269e-04","9.751893e-03","ENSRNOG00000029289"
"200"," 1.691898e+00"," 1.746368e+00","1.501463e+01","1.066810e-04","9.958962e-03","ENSRNOG00000015751"
"201"," 1.218670e+00"," 3.604627e+00","1.500910e+01","1.069940e-04","9.958962e-03","ENSRNOG00000059066"
"202"," 2.320958e+00"," 9.268818e-01","1.499399e+01","1.078542e-04","9.989326e-03","ENSRNOG00000006146"
"203","-9.296122e-01"," 4.262685e+00","1.497460e+01","1.089683e-04","1.004280e-02","ENSRNOG00000019868"
"204"," 1.096588e+00"," 2.886023e+00","1.495188e+01","1.102881e-04","1.006997e-02","ENSRNOG00000012543"
"205"," 1.363771e+00"," 2.693419e+00","1.494603e+01","1.106305e-04","1.006997e-02","ENSRNOG00000002024"
"206"," 1.653987e+00"," 2.022037e+00","1.493826e+01","1.110873e-04","1.006997e-02","ENSRNOG00000024870"
"207"," 1.444230e+00"," 2.638893e+00","1.493268e+01","1.114161e-04","1.006997e-02","ENSRNOG00000005382"
"208"," 2.935907e+00"," 2.212419e-01","1.489702e+01","1.135422e-04","1.016464e-02","ENSRNOG00000060505"
"209"," 2.261251e+00"," 8.887151e-01","1.489689e+01","1.135501e-04","1.016464e-02","ENSRNOG00000046223"
"210"," 2.992976e+00"," 4.613471e-01","1.488409e+01","1.143234e-04","1.016735e-02","ENSRNOG00000036882"
"211"," 1.208445e+00"," 3.394666e+00","1.487624e+01","1.148000e-04","1.016735e-02","ENSRNOG00000033087"
"212"," 1.844281e+00"," 1.190740e+00","1.485656e+01","1.160037e-04","1.016735e-02","ENSRNOG00000032009"
"213","-8.033434e-01"," 6.241761e+00","1.485219e+01","1.162728e-04","1.016735e-02","ENSRNOG00000039980"
"214"," 1.435242e+00"," 2.393109e+00","1.485179e+01","1.162977e-04","1.016735e-02","ENSRNOG00000014555"
