"","X242.Adult","X242.Fetal","X243.Adult","X243.Fetal","X248.Adult","X248.Fetal","X249.Adult","X249.Fetal"
"ENSRNOG00000000007",2.82627402511712,3.49665006072791,1.60535841066034,3.17473578052405,1.71879870454158,7.18802838593536,2.33629241598643,5.2172214137861
"ENSRNOG00000000008",1.4654754204311,1.81307780926633,0.488587342374886,2.04090157319403,0.286466450756929,2.76462630228283,1.49522714623132,1.90737126955621
"ENSRNOG00000000009",1.88418268341141,2.84912227170423,0.628183725910568,1.66295683741736,3.91504149367803,4.64457218783516,1.68213053951023,2.69275943937347
"ENSRNOG00000000010",0.837414525960627,2.97862782950896,0.76778010944625,0.755889471553345,1.05037698610874,2.5434561981002,0.6541618764762,4.09523831404715
"ENSRNOG00000000017",0.732737710215549,2.0720889248758,0.279192767071364,0.83147841870868,0,1.32702062509576,0.841065269755115,2.30006535446484
"ENSRNOG00000000021",5.54787123448916,4.33843618645871,11.0281142993189,9.75097418303815,6.39775073357142,3.42813661483071,11.5880103832927,4.09523831404715
"ENSRNOG00000000024",38.730421825679,34.7074894916697,39.0869873899909,28.6482109718718,45.7391433041897,33.8390259399418,54.0150806576063,35.174170176816
"ENSRNOG00000000033",8.79285252258659,7.31706401596767,8.72477397098011,11.9430536505429,6.97068363508528,14.2654717197794,6.07436028156472,8.4148732480421
"ENSRNOG00000000034",20.5166558860354,14.4398696952282,21.7770358315664,23.1302178295324,18.3338528484435,13.4913763551402,24.5777962161772,19.3542084704968
"ENSRNOG00000000035",1.67482905192125,0.259011115609475,0.209394575303523,1.36060104879602,0,1.10585052091313,0.186903393278914,1.17808225472589
"ENSRNOG00000000036",3.24498128809743,8.93588348852689,6.21203906733784,6.87859419113544,9.54888169189764,6.52451807338748,4.85948822525177,6.67579944344673
"ENSRNOG00000000040",4.29174944554822,5.56873898560371,4.18789150607045,6.27388261389276,4.20150794443496,2.43287114600889,4.29877804541503,6.39530366851199
"ENSRNOG00000000041",181.195568054731,124.778604944865,192.084623745098,151.707016940756,205.969378094232,122.196482560901,135.598411823852,99.8003967217793
"ENSRNOG00000000042",16.4342600719773,15.799678052178,15.7045931477642,18.519292053057,6.97068363508528,18.5782887513406,16.8213053951023,14.1369870567107
