"","logFC","logCPM","LR","PValue","FDR","ENSEMBL"
"180","-3.9495902"," 2.270285788","159.376608"," 1.548294e-36"," 7.695803e-35","ENSRNOG00000042603"
"181","-4.0997956"," 8.570314761","157.887854"," 3.274504e-36"," 1.621760e-34","ENSRNOG00000002878"
"182","-5.8191192"," 7.932054433","157.500747"," 3.978608e-36"," 1.956456e-34","ENSRNOG00000055909"
"183","-3.3650344"," 3.745213620","156.175847"," 7.748922e-36"," 3.783555e-34","ENSRNOG00000025998"
"184","-2.3684339"," 4.539886535","156.000037"," 8.465634e-36"," 4.118948e-34","ENSRNOG00000008274"
"185","-2.8388991"," 7.661260838","155.952903"," 8.668804e-36"," 4.203001e-34","ENSRNOG00000011971"
"186","-3.1169136"," 6.798628288","155.732275"," 9.686605e-36"," 4.680053e-34","ENSRNOG00000028701"
"187","-5.3869943","10.738914305","155.684048"," 9.924538e-36"," 4.778302e-34","ENSRNOG00000000053"
"188","-6.7482224"," 2.803415009","155.385873"," 1.153106e-35"," 5.494352e-34","ENSRNOG00000029744"
"189","-4.9296138"," 2.853374393","155.165083"," 1.288601e-35"," 6.097905e-34","ENSRNOG00000052981"
"190","-6.9016007"," 0.976241417","154.737577"," 1.597871e-35"," 7.535623e-34","ENSRNOG00000052066"
"191","-5.3796495"," 9.957663569","154.057393"," 2.250019e-35"," 1.057509e-33","ENSRNOG00000047503"
"192","-2.2932477"," 6.858466902","153.956884"," 2.366745e-35"," 1.104854e-33","ENSRNOG00000011929"
"193","-4.4859037"," 2.447396571","153.898991"," 2.436707e-35"," 1.133684e-33","ENSRNOG00000014367"
"194","-4.7569821"," 0.986598997","153.739120"," 2.640838e-35"," 1.224534e-33","ENSRNOG00000016675"
"195","-7.0053271"," 0.727426243","153.730447"," 2.652389e-35"," 1.225776e-33","ENSRNOG00000047369"
"196","-3.3538225"," 8.304446126","153.491185"," 2.991756e-35"," 1.378003e-33","ENSRNOG00000003172"
"197","-4.5638569"," 5.268204712","153.087026"," 3.666516e-35"," 1.677613e-33","ENSRNOG00000004147"
